"Transaction Date","Payment Ref","Payer Name","Open ID","Product Name","Insurance Company","Policy Number","Coverage Period",Currency,"Charge Amount","Promotion Type",Status
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474120,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474135,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474259,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474264,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474333,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474437,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474442,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474546,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474551,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf,ProductName,"Insurance Company",GC000001474615,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf,ProductName,"Insurance Company",GC000001474620,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a4d5f965-0df7-43f7-9ae1-23afcacf40cf,ProductName,"Insurance Company",GC000001474635,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",5230121,ProductName,"Insurance Company",GC521276479148,"27/04/2022 to 23/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",5230121,ProductName,"Insurance Company",GC521326072212,"27/04/2022 to 23/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473845,"27/04/2022 to 21/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473914,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474140,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474279,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474368,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474457,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474566,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",9a680f71-73be-4aa5-bc06-94eaae67c244,ProductName,"Insurance Company",GC000001474640,"27/04/2022 to 21/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",5230121,ProductName,"Insurance Company",GC521405837920,"27/04/2022 to 23/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473850,"27/04/2022 to 21/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473929,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474155,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474373,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474462,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474571,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473865,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473934,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474195,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474284,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474388,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474477,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474586,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",5244546,ProductName,"Insurance Company",GC526801689054,"27/04/2022 to 23/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",5244546,ProductName,"Insurance Company",GC526208415662,"27/04/2022 to 23/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",5244546,ProductName,"Insurance Company",GC528593724564,"27/04/2022 to 23/04/2023",SGD,0.30,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473949,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474219,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474299,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474393,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474482,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",521234,ProductName,"Insurance Company",GC52925749893,"27/04/2022 to 27/04/2023",SGD,0.50,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001473870,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474086,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474224,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474308,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474402,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474497,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474591,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474091,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474244,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474313,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474417,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID
"2022-04-27 00:00:00",40200000000000,"TEST Arjun",a098ef45-14ca-43d9-9ee6-a49eb692858f,ProductName,"Insurance Company",GC000001474506,"27/04/2022 to 21/04/2023",SGD,0.10,none,PAID

